sdoy,GPP,NEE,ER,NPP,Ra,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,Rh
2406,5.1256,-2.0356,3.0901,2.1516,2.309,393.3967,663.5582,386.5126,299.3018,246.2093,383.8931,38662.082,23238.7891,0.781
2407,5.1993,-1.4343,3.765,3.1418,2.9672,394.5267,663.8723,387.6255,298.7899,246.1896,384.0394,38662.2344,23238.8359,0.7977
2408,5.8075,-1.7873,4.0202,3.518,3.2036,395.844,664.2241,388.8886,298.2683,246.1697,384.1695,38662.4219,23238.8828,0.8166
2409,4.7539,-1.6448,3.1091,2.3415,2.3903,396.5719,664.4583,389.6809,297.9552,246.1536,384.1895,38662.6016,23238.9297,0.7188
2410,4.8649,-1.7107,3.1542,2.4115,2.4681,397.3341,664.6993,390.5008,297.68,246.1382,384.2137,38662.7422,23238.9766,0.6861
2411,5.0881,-1.4567,3.6314,3.0357,2.8844,398.4086,665.0029,391.5706,297.2762,246.1203,384.3059,38662.8867,23239.0234,0.747
2412,4.7036,-0.5629,4.1407,3.2994,2.9902,399.6122,665.3328,392.7452,296.1071,246.088,384.7452,38663.0742,23239.0703,1.1505
2413,5.4564,-1.6977,3.7587,3.0603,2.8371,400.696,665.6387,393.8237,295.4724,246.0657,384.8639,38663.2617,23239.1172,0.9215
2414,4.8547,-1.7236,3.1311,2.3771,2.3707,401.4369,665.8764,394.6287,295.1277,246.0487,384.8673,38663.4492,23239.1641,0.7605
2415,4.8112,-2.3526,2.4586,1.6863,1.9041,401.8329,666.045,395.1574,295.1348,246.0384,384.7446,38663.5898,23239.2109,0.5544
2416,4.3954,-2.1662,2.2291,1.5034,1.7978,402.1384,666.1953,395.6135,295.2859,246.0308,384.6296,38663.6836,23239.2578,0.4314
2417,4.1214,-0.7416,3.3798,2.7929,2.687,403.0863,666.4746,396.5843,294.8834,246.0127,384.8144,38663.7773,23239.3047,0.6927
2418,4.765,-0.9705,3.7945,3.1326,2.8803,404.2027,666.788,397.6905,294.1296,245.9879,385.1018,38663.9258,23239.3516,0.9142
2419,4.9379,-1.1301,3.8078,3.0883,2.832,405.2978,667.0967,398.7794,293.3005,245.9616,385.3873,38664.1094,23239.3984,0.9758
2420,5.1426,-1.2494,3.8932,3.0166,2.7659,406.3569,667.3983,399.8396,292.2187,245.9304,385.7575,38664.2969,23239.4453,1.1274
2421,5.0092,-1.136,3.8731,2.9416,2.7015,407.378,667.6926,400.8698,291.1076,245.8986,386.0961,38664.4844,23239.4922,1.1717
2422,4.7424,-0.9367,3.8058,2.8649,2.6383,408.3599,667.9791,401.8689,290.0236,245.867,386.4084,38664.6719,23239.5391,1.1675
2423,5.4109,-1.6527,3.7582,2.8275,2.6117,409.3229,668.2618,402.8531,289.0081,245.8367,386.6665,38664.8594,23239.5859,1.1466
2424,3.1832,-1.3159,1.8673,0.8845,1.3084,409.3156,668.3503,403.0604,289.1121,245.828,386.4172,38665.0352,23239.6328,0.5589
2425,4.7442,-2.1672,2.5769,1.8265,1.98,409.7782,668.5331,403.644,289.0033,245.8151,386.3819,38665.1484,23239.6797,0.5969
2426,4.9704,-2.3523,2.6182,1.6885,1.8972,410.1713,668.7019,404.1722,288.6755,245.798,386.4316,38665.2969,23239.7266,0.7209
2427,4.0524,-1.114,2.9385,2.1977,2.2569,410.8195,668.9216,404.9043,288.4058,245.782,386.4682,38665.4375,23239.7734,0.6816
2428,4.6909,-2.0193,2.6716,1.9193,2.0326,411.3282,669.1135,405.5251,288.2458,245.7681,386.4325,38665.5742,23239.8203,0.639
2429,1.5832,-0.0636,1.5196,0.5253,1.0871,411.1408,669.1661,405.5885,288.433,245.7609,386.2761,38665.668,23239.8672,0.4326
2430,1.596,0.7167,2.3127,1.5782,1.8471,411.4805,669.3239,406.0733,288.5177,245.7518,386.198,38665.7617,23239.9141,0.4656
2431,4.62,-1.3323,3.2877,2.8789,2.6786,412.4698,669.6118,407.0779,288.3387,245.7375,386.2321,38665.8555,23239.9609,0.6091
2432,4.8113,-2.4544,2.3569,1.5681,1.7657,412.803,669.7687,407.5579,288.228,245.7246,386.2088,38665.9492,23240.0078,0.5912
2433,4.2177,-2.1583,2.0594,1.2702,1.5794,412.9877,669.8958,407.9188,288.292,245.715,386.1369,38666.043,23240.0547,0.48
2434,4.3638,-2.1923,2.1715,1.3731,1.6738,413.2231,670.0332,408.3207,288.2921,245.7042,386.1197,38666.1367,23240.1016,0.4977
2435,4.3618,-1.9408,2.4209,1.7094,1.927,413.6266,670.2042,408.8571,288.2871,245.6933,386.1145,38666.2305,23240.1484,0.494
2436,3.6772,-1.4259,2.2513,1.469,1.7778,413.9106,670.3511,409.2975,288.3393,245.6835,386.0676,38666.3242,23240.1953,0.4735
2437,1.9345,-0.4435,1.491,0.3571,1.0607,413.6387,670.3868,409.2932,288.4682,245.6752,385.9904,38666.418,23240.2422,0.4303
2438,4.3594,-2.0465,2.3129,1.4688,1.8141,413.9227,670.5337,409.7334,288.466,245.6644,385.9729,38666.5117,23240.2891,0.4987
2439,3.3136,-1.3282,1.9854,1.1541,1.6243,414.0493,670.6491,410.0479,288.7057,245.6581,385.8632,38666.6055,23240.3359,0.3611
2440,4.1431,-1.4755,2.6677,1.976,2.1951,414.5861,670.8467,410.6907,288.6852,245.6469,385.9116,38666.6992,23240.3828,0.4726
2441,3.1001,-1.1507,1.9495,1.0208,1.5203,414.6457,670.9489,410.9516,288.7956,245.6382,385.8608,38666.793,23240.4297,0.4291
2442,3.3682,-1.412,1.9562,0.9877,1.551,414.6891,671.0477,411.1995,288.9403,245.6302,385.803,38666.8867,23240.4766,0.4053
2443,3.6439,-1.608,2.0359,1.1972,1.6768,414.8373,671.1674,411.5311,289.1518,245.6235,385.7316,38666.9805,23240.5234,0.3592
2444,4.2638,-1.7533,2.5105,1.659,2.025,415.216,671.3332,412.047,289.097,245.6117,385.8033,38667.0742,23240.5703,0.4854
2445,3.521,-1.3794,2.1416,1.2197,1.7306,415.3755,671.4551,412.3875,289.2289,245.6034,385.7524,38667.168,23240.6172,0.411
2446,3.2112,-1.2014,2.0098,1.0705,1.668,415.461,671.5621,412.6684,289.4717,245.5974,385.668,38667.2617,23240.6641,0.3418
2447,3.5283,-1.3327,2.1956,1.3441,1.8293,415.6833,671.6966,413.0584,289.6312,245.5897,385.6516,38667.3555,23240.7109,0.3663
2448,2.321,-0.4976,1.8234,0.8292,1.4836,415.6482,671.7796,413.2424,289.8639,245.5834,385.5836,38667.4492,23240.7578,0.3398
2449,3.7468,-0.9239,2.8229,2.1718,2.4329,416.2836,671.9967,413.9634,289.9651,245.5746,385.6054,38667.543,23240.7949,0.39
2450,4.3462,-1.6546,2.6917,1.875,2.1689,416.7709,672.1842,414.5654,289.8503,245.5612,385.6945,38667.6367,23240.8418,0.5227
2451,2.778,-0.8858,1.8922,0.8911,1.5693,416.7663,672.2733,414.7739,290.1333,245.5555,385.5896,38667.7305,23240.8887,0.3229
2452,3.606,-0.6176,2.9883,2.4193,2.63,417.5257,672.5152,415.5938,290.2885,245.5475,385.5925,38667.8242,23240.918,0.3583
2453,4.6615,-0.6519,4.0096,3.4988,3.2515,418.8244,672.865,416.8453,289.6908,245.5249,385.9288,38667.918,23240.9648,0.7581
2454,0.3473,1.5183,1.8656,0.9284,1.426,418.8372,672.9578,417.0686,289.8082,245.516,385.8542,38668.0117,23241.0117,0.4396
2455,2.0644,-0.6102,1.4542,0.4349,1.1542,418.6036,673.0013,417.0946,290.1308,245.5111,385.7361,38668.1055,23241.0566,0.3
2456,3.1369,-1.2257,1.9112,1.1163,1.6164,418.7114,673.1129,417.3932,290.4075,245.5053,385.6837,38668.1992,23241.082,0.2948
2457,3.1408,-1.1971,1.9437,1.1468,1.6428,418.8339,673.2275,417.7037,290.6616,245.4991,385.6516,38668.293,23241.1016,0.3009
2458,1.2366,-0.0357,1.2009,0.2015,0.9474,418.4846,673.2476,417.6364,291.0124,245.4947,385.5692,38668.3867,23241.1094,0.2535
2459,1.6382,-0.3162,1.322,0.3937,1.0648,418.2317,673.287,417.6458,291.3358,245.4898,385.5154,38668.4805,23241.1094,0.2572
2460,3.4006,-1.2607,2.1399,1.3922,1.7773,418.4786,673.4262,418.0548,291.4634,245.4812,385.5451,38668.5742,23241.1348,0.3626
2461,3.0574,-1.1226,1.9349,1.1718,1.6144,418.6155,673.5434,418.3755,291.6768,245.4743,385.5312,38668.668,23241.1621,0.3205
2462,3.568,-1.2129,2.355,1.6059,1.9151,418.9696,673.7039,418.87,291.6637,245.463,385.6189,38668.7617,23241.1953,0.44
2463,3.6309,-0.8399,2.791,2.1001,2.2695,419.5703,673.9138,419.5621,291.5197,245.4493,385.7454,38668.8555,23241.2422,0.5215
2464,3.5035,-0.6265,2.877,2.2158,2.3373,420.2284,674.1354,420.3002,291.367,245.4353,385.8559,38668.9492,23241.2891,0.5397
2465,3.8611,-0.7933,3.0678,2.5836,2.5624,421.0697,674.3937,421.1848,291.3141,245.4232,385.8948,38669.043,23241.3359,0.5054
2466,2.1489,0.0832,2.2321,1.5785,1.8079,421.4078,674.5515,421.6676,291.4274,245.4143,385.8501,38669.1367,23241.3828,0.4242
2467,2.3414,-0.8828,1.4587,0.5916,1.1416,421.2524,674.6107,421.7555,291.7098,245.4086,385.7575,38669.2305,23241.4297,0.3171
2468,3.0685,-1.3159,1.7526,0.9738,1.4108,421.2882,674.7081,421.9964,291.9098,245.4014,385.7309,38669.3242,23241.4766,0.3418
2469,3.1293,-1.3213,1.808,1.012,1.4462,421.3436,674.8093,422.2525,292.0648,245.3933,385.7296,38669.418,23241.5137,0.3618
2470,3.2464,-1.2462,2.0002,1.2383,1.6183,421.5121,674.9332,422.5992,292.1961,245.3848,385.7273,38669.5117,23241.5605,0.3819
2471,3.1918,-0.7069,2.4848,1.8512,2.0559,421.9868,675.1183,423.1907,292.24,245.3746,385.7628,38669.6055,23241.6074,0.429
2472,3.5545,-1.4539,2.1006,1.3205,1.6647,422.1958,675.2504,423.5695,292.297,245.3646,385.7719,38669.6992,23241.6543,0.4359
2473,1.7154,0.5421,2.2575,1.5224,1.8511,422.5059,675.4026,424.0291,292.4098,245.3557,385.7563,38669.793,23241.7012,0.4064
2474,2.0725,-0.4927,1.5798,0.688,1.1994,422.3985,675.4714,424.1549,292.5818,245.348,385.7062,38669.8867,23241.748,0.3803
2475,0.2518,0.7485,1.0003,0.0,0.7169,421.9473,675.4714,424.0055,292.9144,245.3432,385.6034,38669.9805,23241.793,0.2833
2476,2.3659,-0.8947,1.4712,0.6227,1.1741,421.808,675.5338,424.1051,293.1909,245.3374,385.5498,38670.0742,23241.8242,0.2971
2477,0.103,0.9035,1.0065,0.0,0.7156,421.3576,675.5338,423.9557,293.4783,245.3319,385.4919,38670.168,23241.8555,0.2909
2478,0.0,0.92,0.92,0.0,0.7046,420.9079,675.5338,423.8063,293.895,245.3288,385.3866,38670.2617,23241.8555,0.2154
2479,0.0,0.9114,0.9114,0.0,0.7356,420.4586,675.5338,423.6569,294.3559,245.3266,385.2866,38670.3555,23241.8555,0.1757
2480,1.0036,-0.0777,0.9259,0.0,0.7562,420.0099,675.5338,423.5079,294.8023,245.3241,385.2137,38670.4258,23241.8555,0.1697
2481,2.1535,-0.8151,1.3384,0.5992,1.1636,419.8613,675.5936,423.5989,295.2238,245.3212,385.1634,38670.4609,23241.8555,0.1748
2482,2.9334,-1.3983,1.535,0.8607,1.3136,419.8437,675.6797,423.7944,295.5492,245.3164,385.1621,38670.5117,23241.8555,0.2214
2483,2.7012,-1.1353,1.5658,0.8733,1.3281,419.8329,675.7669,423.9951,295.8611,245.3115,385.1517,38670.6055,23241.8555,0.2377
2484,0.067,0.8158,0.8827,0.0,0.7263,419.3854,675.7669,423.8464,296.3302,245.3094,385.0686,38670.6719,23241.8555,0.1564
2485,0.5161,0.1866,0.7027,0.0,0.589,418.9387,675.7669,423.6977,296.8477,245.3083,384.9898,38670.6719,23241.8555,0.1138
2486,0.1875,0.5983,0.7859,0.0,0.6845,418.4924,675.7669,423.549,297.3655,245.3072,384.9292,38670.6719,23241.8555,0.1014
2487,0.4759,0.1755,0.6514,0.0,0.5544,418.0467,675.7669,423.4004,297.884,245.3062,384.8737,38670.6719,23241.8555,0.097
2488,0.3431,0.3373,0.6804,0.0,0.5907,417.6014,675.7669,423.2517,298.4048,245.3052,384.8259,38670.6719,23241.8555,0.0897
2489,0.2853,0.6234,0.9086,0.0,0.8051,417.1568,675.7669,423.103,298.8982,245.3037,384.7904,38670.6719,23241.8555,0.1036
2490,0.1142,0.7321,0.8463,0.0,0.7303,416.7126,675.7669,422.9543,299.372,245.3019,384.7598,38670.6719,23241.8555,0.116
2491,0.0,0.7817,0.7817,0.0,0.657,416.269,675.7669,422.8056,299.8355,245.2999,384.7288,38670.6719,23241.8555,0.1247
2492,0.0,0.7814,0.7814,0.0,0.6408,415.8258,675.7669,422.6572,300.2725,245.2974,384.7055,38670.6719,23241.8555,0.1406
2493,0.4729,0.2502,0.7231,0.0,0.5983,415.3832,675.7669,422.5093,300.7422,245.2955,384.6641,38670.6719,23241.8555,0.1248
2494,0.4771,0.3246,0.8017,0.0,0.6798,414.9412,675.7669,422.3613,301.2052,245.2935,384.6348,38670.6719,23241.8555,0.1219
2495,0.0036,0.8179,0.8215,0.0,0.7265,414.4995,675.7669,422.2134,301.7171,245.2925,384.5842,38670.6719,23241.8555,0.0951
2496,0.0,0.7081,0.7081,0.0,0.6241,414.0586,675.7669,422.0654,302.2402,245.2917,384.5359,38670.6719,23241.8555,0.084
2497,0.0,0.6441,0.6441,0.0,0.5686,413.6181,675.7669,421.9175,302.7694,245.2909,384.4926,38670.6719,23241.8555,0.0756
2498,0.1047,0.4373,0.5419,0.0,0.47,413.1781,675.7669,421.7695,303.3008,245.2903,384.4518,38670.6719,23241.8555,0.0719
2499,0.4811,0.0623,0.5434,0.0,0.468,412.7386,675.7669,421.6216,303.8161,245.2894,384.4249,38670.6719,23241.8555,0.0754
2500,0.1762,0.5128,0.6891,0.0,0.5753,412.2998,675.7669,421.4736,304.2602,245.2871,384.4279,38670.6719,23241.8555,0.1138
2501,1.033,-0.296,0.737,0.0576,0.5942,411.8902,675.7726,421.3487,304.668,245.2842,384.4311,38670.6719,23241.8555,0.1428
2502,0.2891,0.4259,0.715,0.0,0.5949,411.4522,675.7726,421.2011,305.1175,245.2821,384.4158,38670.6719,23241.8555,0.1201
2503,0.0123,0.575,0.5873,0.0,0.4935,411.0149,675.7726,421.0539,305.6172,245.281,384.3762,38670.6719,23241.8555,0.0938
2504,0.3523,0.1159,0.4682,0.0,0.39,410.578,675.7726,420.9067,306.1314,245.2801,384.3423,38670.6719,23241.8555,0.0782
2505,0.0,0.6756,0.6756,0.0,0.5911,410.1416,675.7726,420.7595,306.6274,245.2788,384.3216,38670.6719,23241.8555,0.0845
2506,0.0,0.6165,0.6165,0.0,0.5403,409.7058,675.7726,420.6122,307.1436,245.278,384.287,38670.6719,23241.8555,0.0762
2507,0.0,0.5081,0.5081,0.0,0.4396,409.2704,675.7726,420.465,307.6695,245.2774,384.251,38670.6719,23241.8555,0.0685
2508,0.0,0.3856,0.3856,0.0,0.3274,408.8353,675.7726,420.3178,308.2079,245.277,384.2151,38670.6719,23241.8555,0.0582
2509,0.0,0.3284,0.3284,0.0,0.2768,408.401,675.7726,420.1706,308.7526,245.2767,384.181,38670.6719,23241.8555,0.0516
2510,0.0,0.3552,0.3552,0.0,0.3047,407.9669,675.7726,420.0234,309.2934,245.2764,384.1532,38670.6719,23241.8555,0.0505
2511,0.0,0.5099,0.5099,0.0,0.45,407.5334,675.7726,419.8762,309.8166,245.2757,384.1324,38670.6719,23241.8555,0.0599
2512,0.0,0.4074,0.4074,0.0,0.3515,407.1004,675.7726,419.7289,310.3487,245.2752,384.1056,38670.6719,23241.8555,0.0559
2513,0.0,0.2988,0.2988,0.0,0.2512,406.6678,675.7726,419.5817,310.892,245.2749,384.0771,38670.6719,23241.8555,0.0476
2514,0.0,0.3648,0.3648,0.0,0.3158,406.2357,675.7726,419.4347,311.4281,245.2746,384.0548,38670.6719,23241.8555,0.0491
2515,0.0868,0.2572,0.344,0.0,0.2949,405.8042,675.7726,419.2882,311.9641,245.2742,384.0312,38670.6719,23241.8555,0.049
2516,0.0,0.213,0.213,0.0,0.1738,405.3741,675.7726,419.142,312.513,245.274,384.0046,38670.6719,23241.8555,0.0392
2517,0.0,0.1565,0.1565,0.0,0.1254,404.9469,675.7726,418.9968,313.0657,245.274,383.9806,38670.6719,23241.8555,0.0311
2518,0.1166,0.2273,0.3439,0.0,0.301,404.5201,675.7726,418.8518,313.5941,245.2736,383.9683,38670.6719,23241.8555,0.0428
2519,0.0,0.2477,0.2477,0.0,0.2086,404.0938,675.7726,418.7068,314.1328,245.2734,383.9481,38670.6719,23241.8555,0.0391
2520,0.0,0.0919,0.0919,0.0,0.0675,403.668,675.7726,418.5618,314.6915,245.2735,383.9251,38670.6719,23241.8555,0.0244
2521,0.0,0.2298,0.2298,0.0,0.1983,403.2435,675.7726,418.4167,315.2329,245.2734,383.911,38670.6719,23241.8555,0.0315
2522,0.0,0.3271,0.3272,0.0,0.2869,402.8194,675.7726,418.2717,315.7608,245.2731,383.8999,38670.6719,23241.8555,0.0403
2523,0.0,0.2336,0.2336,0.0,0.1986,402.3953,675.7726,418.1267,316.2995,245.2729,383.8834,38670.6719,23241.8555,0.035
2524,0.0016,0.2795,0.281,0.0,0.2421,401.9717,675.7726,417.9817,316.8304,245.2726,383.8698,38670.6719,23241.8555,0.0389
2525,0.0,0.3054,0.3054,0.0,0.265,401.5484,675.7726,417.8367,317.3583,245.2722,383.8575,38670.6719,23241.8555,0.0405
2526,0.0,0.5461,0.5461,0.0,0.4872,401.1236,675.7726,417.691,317.8547,245.2713,383.8593,38670.6719,23241.8555,0.0589
2527,0.0007,0.3823,0.383,0.0,0.33,400.6977,675.7726,417.5452,318.3709,245.2707,383.8464,38670.6719,23241.8555,0.053
2528,0.0,0.3217,0.3217,0.0,0.2744,400.2723,675.7726,417.3994,318.8964,245.2703,383.8302,38670.6719,23241.8555,0.0473
2529,0.0,0.1746,0.1746,0.0,0.1394,399.8506,675.7726,417.2548,319.4365,245.2702,383.808,38670.6719,23241.8555,0.0352
2530,0.0,0.1983,0.1983,0.0,0.1629,399.4294,675.7726,417.1105,319.9715,245.2701,383.7908,38670.6719,23241.8555,0.0354
2531,0.0,0.0371,0.0371,0.0,0.0191,399.0093,675.7726,416.9662,320.5308,245.2705,383.7691,38670.6719,23241.8555,0.018
2532,0.0,0.0649,0.0649,0.0,0.0497,398.5899,675.7726,416.8219,321.0867,245.2708,383.7554,38670.6719,23241.8555,0.0151
2533,0.0,0.109,0.109,0.0,0.0895,398.1709,675.7726,416.6776,321.6337,245.2708,383.7454,38670.6719,23241.8555,0.0195
2534,0.0,0.2276,0.2276,0.0,0.1969,397.7527,675.7726,416.5334,322.1623,245.2706,383.7403,38670.6719,23241.8555,0.0307
2535,0.0,0.1326,0.1326,0.0,0.1082,397.3347,675.7726,416.3891,322.704,245.2706,383.7281,38670.6719,23241.8555,0.0243
2536,0.0356,0.0971,0.1327,0.0,0.1092,396.9172,675.7726,416.2455,323.2445,245.2706,383.7173,38670.6719,23241.8555,0.0235
2537,0.1045,0.1959,0.3004,0.0,0.2627,396.5003,675.7726,416.102,323.759,245.2702,383.7165,38670.6719,23241.8555,0.0377
2538,0.0511,0.2501,0.3012,0.0,0.262,396.0836,675.7726,415.9584,324.274,245.2698,383.7122,38670.6719,23241.8555,0.0393
2539,0.0,0.4593,0.4593,0.0,0.4055,395.6676,675.7726,415.8148,324.7634,245.269,383.7167,38670.6719,23241.8555,0.0538
2540,0.0,0.5614,0.5614,0.0,0.4912,395.2491,675.7726,415.67,325.23,245.2678,383.7298,38670.6719,23241.8555,0.0702
2541,0.0,0.102,0.102,0.0,0.0716,394.8323,675.7726,415.5258,325.7715,245.2679,383.7066,38670.6719,23241.8555,0.0304
2542,0.0,0.0701,0.0701,0.0,0.0494,394.4175,675.7726,415.3822,326.3176,245.268,383.6899,38670.6719,23241.8555,0.0207
2543,0.0,0.0642,0.0642,0.0,0.0458,394.0031,675.7726,415.2387,326.8643,245.2681,383.6755,38670.6719,23241.8555,0.0184
2544,0.0,0.1174,0.1174,0.0,0.0948,393.5893,675.7726,415.0951,327.4009,245.2681,383.6664,38670.6719,23241.8555,0.0226
2545,0.0,0.0506,0.0506,0.0,0.034,393.176,675.7726,414.9516,327.9486,245.2684,383.6521,38670.6719,23241.8555,0.0166
2546,0.0,0.0455,0.0455,0.0,0.0316,392.7629,675.7726,414.808,328.4973,245.2686,383.6408,38670.6719,23241.8555,0.0139
2547,0.0,0.0551,0.0551,0.0,0.0424,392.3505,675.7726,414.6645,329.0442,245.2689,383.6321,38670.6719,23241.8555,0.0127
2548,0.0,0.1314,0.1314,0.0,0.1104,391.9387,675.7726,414.5215,329.5764,245.2688,383.6281,38670.6719,23241.8555,0.021
2549,0.0401,0.2302,0.2703,0.0,0.235,391.5275,675.7726,414.3787,330.0844,245.2684,383.6314,38670.6719,23241.8555,0.0352
2550,0.0,0.0472,0.0472,0.0,0.0316,391.1168,675.7726,414.2358,330.629,245.2688,383.6185,38670.6719,23241.8555,0.0156
2551,0.0,0.102,0.102,0.0,0.0834,390.7067,675.7726,414.093,331.1638,245.2689,383.6124,38670.6719,23241.8555,0.0187
2552,0.0,0.1157,0.1157,0.0,0.0929,390.2972,675.7726,413.9502,331.6941,245.2689,383.6047,38670.6719,23241.8555,0.0228
2553,0.0,0.0497,0.0497,0.0,0.0353,389.8884,675.7726,413.8074,332.2367,245.2691,383.5938,38670.6719,23241.8555,0.0144
2554,0.0,0.0224,0.0224,0.0,0.0125,389.4801,675.7726,413.6649,332.7837,245.2695,383.5829,38670.6719,23241.8555,0.0099
2555,0.0,0.0411,0.0411,0.0,0.0302,389.0725,675.7726,413.5228,333.326,245.2699,383.5748,38670.6719,23241.8555,0.0109
2556,0.0,0.0258,0.0258,0.0,0.016,388.6657,675.7726,413.3807,333.8702,245.2702,383.5651,38670.6719,23241.8555,0.0097
2557,0.0,0.0107,0.0107,0.0,0.0046,388.2597,675.7726,413.2386,334.4168,245.2706,383.5573,38670.6719,23241.8555,0.0061
2558,0.0,0.0164,0.0164,0.0,0.0103,387.8545,675.7726,413.0971,334.9605,245.271,383.5513,38670.6719,23241.8555,0.0061
2559,0.0,0.0321,0.0321,0.0,0.023,387.4505,675.7726,412.9557,335.4987,245.2713,383.546,38670.6719,23241.8555,0.0091
2560,0.0,0.0448,0.0448,0.0,0.0315,387.0469,675.7726,412.8144,336.0312,245.2715,383.5406,38670.6719,23241.8555,0.0133
2561,0.0,0.0194,0.0194,0.0,0.0093,386.644,675.7726,412.673,336.5699,245.2718,383.5313,38670.6719,23241.8555,0.0101
2562,0.0,0.0097,0.0097,0.0,0.0027,386.2415,675.7726,412.5316,337.1115,245.2722,383.523,38670.6719,23241.8555,0.007
2563,0.0,0.0112,0.0112,0.0,0.0044,385.8397,675.7726,412.3908,337.6499,245.2726,383.5176,38670.6719,23241.8555,0.0068
2564,0.0,0.0233,0.0233,0.0,0.0106,385.4383,675.7726,412.2502,338.1787,245.2727,383.5141,38670.6719,23241.8555,0.0127
2565,0.0,0.0087,0.0087,0.0,0.0011,385.0376,675.7726,412.1096,338.7168,245.2731,383.506,38670.6719,23241.8555,0.0076
2566,0.0,0.0071,0.0071,0.0,0.0004,384.6371,675.7726,411.9689,339.2545,245.2735,383.4996,38670.6719,23241.8555,0.0067
2567,0.0,0.0162,0.0162,0.0,0.0,384.2372,675.7726,411.8283,339.7744,245.2735,383.5001,38670.6719,23241.8555,0.0162
2568,0.0,0.019,0.019,0.0,0.0,383.8377,675.7726,411.6877,340.2937,245.2735,383.4971,38670.6719,23241.8555,0.019
2569,0.0,0.0198,0.0198,0.0,0.0,383.4385,675.7726,411.5479,340.8128,245.2737,383.4916,38670.6719,23241.8555,0.0198
2570,0.0,0.0125,0.0125,0.0,0.0,383.0398,675.7726,411.408,341.3438,245.2739,383.4818,38670.6719,23241.8555,0.0125
2571,0.0,0.0117,0.0117,0.0,0.0,382.6414,675.7726,411.2681,341.873,245.2742,383.4747,38670.6719,23241.8555,0.0117
2572,0.0,0.0203,0.0203,0.0,0.0,382.2436,675.7726,411.1282,342.3875,245.2742,383.4724,38670.6719,23241.8555,0.0203
2573,0.0,0.0246,0.0246,0.0,0.0,381.846,675.7726,410.9883,342.897,245.2741,383.4694,38670.6719,23241.8555,0.0246
2574,0.0,0.0252,0.0252,0.0,0.0,381.449,675.7726,410.8484,343.4077,245.274,383.4633,38670.6719,23241.8555,0.0252
2575,0.0,0.0122,0.0122,0.0,0.0,381.0523,675.7726,410.7085,343.9392,245.2744,383.4507,38670.6719,23241.8555,0.0122
2576,0.0,0.0076,0.0076,0.0,0.0,380.6561,675.7726,410.5686,344.4728,245.2748,383.4417,38670.6719,23241.8555,0.0076
2577,0.0,0.0118,0.0118,0.0,0.0,380.2603,675.7726,410.4294,344.9965,245.2749,383.4373,38670.6719,23241.8555,0.0118
2578,0.0,0.0095,0.0095,0.0,0.0,379.8648,675.7726,410.2903,345.5262,245.2753,383.4285,38670.6719,23241.8555,0.0095
2579,0.0,0.0078,0.0078,0.0,0.0,379.4698,675.7726,410.1511,346.0558,245.2756,383.4217,38670.6719,23241.8555,0.0078
2580,0.0,0.0082,0.0082,0.0,0.0,379.0751,675.7726,410.0119,346.5851,245.276,383.4145,38670.6719,23241.8555,0.0082
2581,0.0,0.006,0.006,0.0,0.0,378.6811,675.7726,409.8728,347.1162,245.2764,383.4076,38670.6719,23241.8555,0.006
2582,0.0,0.0117,0.0117,0.0,0.0,378.2872,675.7726,409.7336,347.6353,245.2765,383.4066,38670.6719,23241.8555,0.0117
2583,0.0,0.0124,0.0124,0.0,0.0,377.8939,675.7726,409.595,348.1566,245.2767,383.4003,38670.6719,23241.8555,0.0124
2584,0.0,0.0092,0.0092,0.0,0.0,377.5009,675.7726,409.4566,348.6819,245.277,383.3932,38670.6719,23241.8555,0.0092
2585,0.0,0.0159,0.0159,0.0,0.0,377.1083,675.7726,409.3181,349.1951,245.2771,383.3905,38670.6719,23241.8555,0.0159
2586,0.0,0.0168,0.0168,0.0,0.0,376.7162,675.7726,409.1797,349.7093,245.2771,383.3851,38670.6719,23241.8555,0.0168
2587,0.0,0.0215,0.0215,0.0,0.0,376.3244,675.7726,409.0413,350.2159,245.2771,383.3818,38670.6719,23241.8555,0.0215
2588,0.0,0.0185,0.0185,0.0,0.0,375.9332,675.7726,408.9029,350.7301,245.2773,383.3723,38670.6719,23241.8555,0.0185
2589,0.0,0.0097,0.0097,0.0,0.0,375.5421,675.7726,408.7644,351.256,245.2777,383.3615,38670.6719,23241.8555,0.0097
2590,0.0,0.0075,0.0075,0.0,0.0,375.1517,675.7726,408.6263,351.7809,245.278,383.3541,38670.6719,23241.8555,0.0075
2591,0.0,0.0085,0.0085,0.0,0.0,374.7615,675.7726,408.4886,352.3036,245.2784,383.3471,38670.6719,23241.8555,0.0085
2592,0.0,0.0106,0.0106,0.0,0.0,374.3719,675.7726,408.3509,352.822,245.2787,383.3415,38670.6719,23241.8555,0.0106
2593,0.0,0.013,0.013,0.0,0.0,373.9826,675.7726,408.2132,353.3377,245.279,383.335,38670.6719,23241.8555,0.013
2594,0.0,0.0123,0.0123,0.0,0.0,373.5937,675.7726,408.0755,353.8542,245.2792,383.3282,38670.6719,23241.8555,0.0123
2595,0.3894,-0.356,0.0334,0.0,0.0,373.2052,675.7726,407.9378,354.3298,245.2788,383.3399,38670.6719,23241.8555,0.0334
